sample_id,audio_path,language,duration_sec,rms_db,peak_abs,clipping_ratio,silence_ratio_amp,dc_offset,zero_crossing_rate,spectral_centroid_mean,spectral_flatness_mean,speech_duration_sec,speech_ratio,num_speech_segments,max_silence_sec,mean_speech_segment_sec,vad_backend,quality_proxy,quality_proxy_mos_like,snr_db,snr_backend,asr_text,asr_avg_logprob,asr_detected_language,asr_confidence_proxy,asr_backend,asr_text_len,chars_per_sec,intelligibility_proxy,empty_transcript_flag,low_confidence_flag,speech_rate_proxy,possible_non_speech_flag,language_match,language_score,signal_score,vad_score,quality_score,snr_score,asr_score,language_score_pct,final_score,decision,reason_codes
kashmiri_0015,/content/subset_data/kashmiri/kashmiri_0015.flac,ks,16.191,-28.801494598388672,0.406402587890625,0.0,0.18305504019789734,0.00008540754060959443,0.12219962018280632,2021.4265538463621,0.04740944132208824,14.309999999999999,0.8838243468593663,6,0.46000000000000085,2.3850000000000002,energy_fallback,0.8076,4.2303,18.12,energy_percentile,دون خرندون نصوه ام کزیگر کنم ام که رش مفره وش مفره وش مخالانگی حرقی حوصهی جلا حرقی وش مفره وش مفره وش مفره وش دیگرون بوز که ایورت ام ازید دون حانیگو حفتی تی حفت بتلوگ امسی نیجوز دعب,-0.9084,fa,0.5458,faster_whisper/tiny/float16,181,11.18,0.7835,false,false,0.6236,false,false,0.0,77.55,100.0,80.76,60.4,78.35,40.0,77.99,keep,[]
kashmiri_0016,/content/subset_data/kashmiri/kashmiri_0016.flac,ks,13.216,-29.300249099731445,0.306365966796875,0.0,0.10378787878787879,0.00010615486098686233,0.15369654853562803,2133.24650786212,0.05188222602009773,12.450000000000001,0.94203995157385,3,0.34999999999999964,4.15,energy_fallback,0.8216,4.2862,16.35,energy_percentile,آهب بهم أنیمد آماناز او زیادت ماد بهم agua که مثی دعوس کهز سے ضرست که یتی دشته ام آده کاهل عثها,-3.9572,fa,0.0,faster_whisper/tiny/float16,95,7.19,0.5826,false,true,0.5438,false,false,0.0,80.07,100.0,82.16,54.5,45.0,40.0,71.97,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0017,/content/subset_data/kashmiri/kashmiri_0017.flac,ks,10.816,-31.217300415039062,0.206146240234375,0.0,0.17962962962962964,0.0001061445873347111,0.1188352691740413,1891.8166067797838,0.04408148303627968,10.709999999999999,0.9901997041420116,1,0.05600000000000094,10.709999999999999,energy_fallback,0.7898,4.1591,15.18,energy_percentile,. . . . . . . . . . . .,-0.617,ne,0.6915,faster_whisper/tiny/float16,23,2.13,0.8737,false,false,0.0,false,false,0.0,75.67,100.0,78.98,50.6,87.37,40.0,77.34,keep,[]
kashmiri_0018,/content/subset_data/kashmiri/kashmiri_0018.flac,ks,6.1109,-30.158111572265625,0.277679443359375,0.0,0.05747126436781609,0.00006735434726579115,0.12528120909685864,1993.5112234947037,0.044935062527656555,6.1109375,1.0,1,0.0,6.1109375,energy_fallback,0.8221,4.2883,13.7,energy_percentile,تجدتها برسنا عمل فيها مكال وانك رسلكي حتيسنا تجدتها بعملكات سويتفوص فيها مكالي منانك يصحيش بس عمل,-1.2676,ar,0.3662,faster_whisper/tiny/float16,97,15.87,0.7465,false,true,0.7174,false,false,0.0,81.07,100.0,82.21,45.67,45.0,40.0,70.87,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0019,/content/subset_data/kashmiri/kashmiri_0019.flac,ks,6.783,-29.72661018371582,0.255279541015625,0.0,0.09171597633136094,0.0001046390098053962,0.12564259655070756,1995.8255652594248,0.051300741732120514,6.66,0.9818664307828394,1,0.12300000000000022,6.66,energy_fallback,0.8207,4.2828,15.71,energy_percentile,بیر آخفہہا خالیدت بارے بورشے کیس انسان کے سنواصن سچھو انسان پنہل کھاو بلییکین گرنے,-1.1686,ur,0.4157,faster_whisper/tiny/float16,82,12.09,0.7608,false,false,0.6418,false,false,0.0,80.16,100.0,82.07,52.37,76.08,40.0,77.24,keep,[]
kashmiri_0020,/content/subset_data/kashmiri/kashmiri_0020.flac,ks,10.047,-29.273853302001953,0.240264892578125,0.0,0.11166500498504486,0.00011311657726764679,0.12796234325238853,2022.7575037373438,0.0517570823431015,9.190000000000001,0.9147009057430079,4,0.43000000000000016,2.2975000000000003,energy_fallback,0.8201,4.2805,16.68,energy_percentile,آپ چھل کاب چھل کاب مگر یہ حzeń کیسئیت عصان انسانس پس حمیش تہوں کیس حمبا انیامال امیں سانجہ حمیش از کیسئیت عصانیم ساتھت برسانجکسیت,-1.7969,ur,0.1016,faster_whisper/tiny/float16,129,12.84,0.615,false,true,0.6568,false,false,0.0,79.8,100.0,82.01,55.6,45.0,40.0,72.04,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0021,/content/subset_data/kashmiri/kashmiri_0021.flac,ks,9.279,-28.400508880615234,0.31158447265625,0.0,0.1468682505399568,0.00008324356895172969,0.14563240840517241,2135.780765954531,0.05855439230799675,8.040000000000001,0.8664726802457162,4,0.4500000000000002,2.0100000000000002,energy_fallback,0.8219,4.2875,17.84,energy_percentile,因為在寫使命神社.. 寫使命神社 wanna 寫使命事 寫使命事 寫使命事 寫使命事,-2.4384,ne,0.0,faster_whisper/tiny/float16,42,4.53,0.5599,false,true,0.0,false,false,0.0,79.23,100.0,82.19,59.47,45.0,40.0,72.53,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0022,/content/subset_data/kashmiri/kashmiri_0022.flac,ks,5.825,-29.77361297607422,0.19775390625,0.0,0.16351118760757316,0.00012789812171831727,0.1686277962773224,2327.8861304551624,0.059400640428066254,5.415,0.9296137339055793,2,0.41000000000000003,2.7075,energy_fallback,0.809,4.2362,16.51,energy_percentile,"essa reação de ação de que a garquinha borta e garçou de mais essa ação. É uma instituição, né?",-1.2359,pt,0.382,faster_whisper/tiny/float16,95,16.31,0.7317,false,false,0.7262,false,false,0.0,77.47,100.0,80.9,55.03,73.17,40.0,76.27,review,"[""review_language_mismatch""]"
kashmiri_0023,/content/subset_data/kashmiri/kashmiri_0023.flac,ks,7.168,-29.112083435058594,0.250885009765625,0.0,0.13986013986013987,0.00007356250716838986,0.15895616319444444,2327.9275349784307,0.06524226814508438,6.468000000000001,0.9023437500000001,4,0.2999999999999998,1.6170000000000002,energy_fallback,0.8207,4.2828,17.03,energy_percentile,ون يقوم بمانيو جيسكي يشب أن يساسوا جمال باريأسة ون يساسوا كشي يساسوا ستبو درجيسوا بنا,-1.3588,ar,0.3206,faster_whisper/tiny/float16,85,11.86,0.6989,false,true,0.6372,false,false,0.0,78.89,100.0,82.07,56.77,45.0,40.0,72.03,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0024,/content/subset_data/kashmiri/kashmiri_0024.flac,ks,13.31,-29.833681106567383,0.289947509765625,0.0,0.1489841986455982,0.0001169102979474701,0.16056941105769232,2251.171641597037,0.060960039496421814,12.310000000000002,0.9248685199098423,4,0.5099999999999998,3.0775,energy_fallback,0.8121,4.2484,16.48,energy_percentile,"",,es,,faster_whisper/tiny/float16,0,0.0,0.4775,true,false,0.0,false,false,0.0,77.95,99.97,81.21,54.93,35.0,40.0,69.55,review,"[""review_empty_transcript""]"
kashmiri_0025,/content/subset_data/kashmiri/kashmiri_0025.flac,ks,14.656,-30.288734436035156,0.76397705078125,0.0,0.1762295081967213,0.00009961718751583248,0.11663007216775599,2016.5122514564664,0.049835704267024994,13.88,0.9470524017467249,3,0.43599999999999994,4.626666666666667,energy_fallback,0.7992,4.1969,16.56,energy_percentile,"Bueno, ähm, からす ф схемิочему θαrai veel . . . . . . . . .",-3.1216,hy,0.0,faster_whisper/tiny/float16,57,3.89,0.5841,false,true,0.0,false,false,0.0,76.57,100.0,79.92,55.2,45.0,40.0,70.81,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0026,/content/subset_data/kashmiri/kashmiri_0026.flac,ks,14.848,-30.90011215209961,0.20794677734375,0.0,0.15037086985839515,0.00010255364759359509,0.13101688508064516,2113.8489668067973,0.059765271842479706,14.248000000000001,0.9595905172413793,3,0.43999999999999995,4.749333333333333,energy_fallback,0.8038,4.2151,15.27,energy_percentile,ازگه که می کر می کرونی بن در ور سان در شبن در شبن در شبتی که گر رکای مزن از لان بسیشی رانیط تورد می کرونی مزرایشی دورشی,-2.5073,fa,0.0,faster_whisper/tiny/float16,119,8.01,0.5879,false,true,0.5602,false,false,0.0,77.01,100.0,80.38,50.9,45.0,40.0,70.36,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0027,/content/subset_data/kashmiri/kashmiri_0027.flac,ks,5.345,-31.134193420410156,0.451385498046875,0.0,0.26641651031894936,0.00010622308036545292,0.14820498511904762,2303.3736089485024,0.07638578116893768,5.02,0.9391955098222637,2,0.2400000000000002,2.51,energy_fallback,0.7851,4.1405,15.8,energy_percentile,انسانس بس ہمیش کوش کریں کی بیاک سام جمعہ این ساشہنیوت کیایس کی,-1.0405,ur,0.4797,faster_whisper/tiny/float16,62,11.6,0.7737,false,false,0.632,false,false,0.0,72.52,100.0,78.51,52.67,77.37,40.0,75.05,keep,[]
kashmiri_0028,/content/subset_data/kashmiri/kashmiri_0028.flac,ks,7.937,-30.44318199157715,0.23590087890625,0.0,0.23484848484848486,0.00012077143037458882,0.14573528488955823,2199.1623394042326,0.06581373512744904,7.32,0.9222628197051783,2,0.31700000000000017,3.66,energy_fallback,0.7924,4.1696,17.24,energy_percentile,اس کی از اروری کی از کاروٹ مزنز فیکر بیٹ تتیو تینکی بیگی دنسان سہمیش کریں کوش بہگن سہم دنگی دنگی حمیش ہوجو,-1.0659,ur,0.4671,faster_whisper/tiny/float16,106,13.36,0.7635,false,false,0.6672,false,false,0.0,74.27,100.0,79.24,57.47,76.35,40.0,76.13,keep,[]
kashmiri_0029,/content/subset_data/kashmiri/kashmiri_0029.flac,ks,6.016,-28.74152374267578,0.22235107421875,0.0,0.008333333333333333,0.00004942778468830511,0.09927093667328042,1825.8208901112137,0.03304394334554672,6.016,1.0,1,0.0,6.016,energy_fallback,0.8376,4.3503,13.32,energy_percentile,"You used to, I was on a tour, I was on a tour, I was on a tour, I was on a tour.",-1.3417,en,0.3291,faster_whisper/tiny/float16,80,13.3,0.7317,false,true,0.666,false,false,0.0,84.07,100.0,83.76,44.4,45.0,40.0,71.68,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0030,/content/subset_data/kashmiri/kashmiri_0030.flac,ks,7.553,-30.331111907958984,0.174713134765625,0.0,0.1248339973439575,0.00010155034397030249,0.1376520470727848,2155.4300341472863,0.05115826800465584,7.372999999999999,0.9761684099033496,2,0.1800000000000006,3.6864999999999997,energy_fallback,0.8097,4.2388,15.11,energy_percentile,"Aspect maakar ube wa jai kine kine matnavi maakar pa saad gara thfai mi you guys it's you, you got the other shn boosy jings is not sponsored by the max ad kine jib boos",-1.5029,ne,0.2486,faster_whisper/tiny/float16,169,22.38,0.6923,false,true,0.8476,false,false,0.0,78.43,100.0,80.97,50.37,45.0,40.0,70.72,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0031,/content/subset_data/kashmiri/kashmiri_0031.flac,ks,8.031,-29.144397735595703,0.7574462890625,0.0,0.12359550561797752,0.00010391238174634054,0.13501073829681276,2128.053486872498,0.06564541906118393,7.861000000000001,0.9788320258996389,2,0.16000000000000014,3.9305000000000003,energy_fallback,0.8239,4.2955,17.02,energy_percentile,"Yesterday, I was supposed to be Egyptian in West style but this year today we reached Garamu, in USA!",-4.0851,mn,0.0,faster_whisper/tiny/float16,101,12.58,0.5936,false,true,0.6516,false,false,0.0,79.47,100.0,82.39,56.73,45.0,40.0,72.22,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0032,/content/subset_data/kashmiri/kashmiri_0032.flac,ks,6.209,-29.689441680908203,0.220947265625,0.0,0.04361873990306947,0.00011054849892389029,0.09352964743589744,1814.3594237408379,0.03150039166212082,6.209,1.0,1,0.0,6.209,energy_fallback,0.8232,4.2927,14.41,energy_percentile,"Zee, what karatahi kao kund kaustpet De gala fanibar bull kund kao makee kao makee kao mune saan spayze",-1.3188,hi,0.3406,faster_whisper/tiny/float16,103,16.59,0.7362,false,true,0.7318,false,false,0.0,81.98,100.0,82.32,48.03,45.0,40.0,71.45,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0033,/content/subset_data/kashmiri/kashmiri_0033.flac,ks,5.632,-30.958911895751953,0.236724853515625,0.0,0.0855614973262032,0.00011639331205515191,0.10097490730932203,1817.7598007927402,0.03894597664475441,5.632,1.0,1,0.0,5.632,energy_fallback,0.8085,4.234,14.25,energy_percentile,الksamtし,-4.9293,hi,0.0,faster_whisper/tiny/float16,8,1.42,0.6,false,true,0.0,false,false,0.0,79.37,100.0,80.85,47.5,45.0,40.0,70.47,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0034,/content/subset_data/kashmiri/kashmiri_0034.flac,ks,9.855,-40.81324005126953,0.056732177734375,0.0,0.7215447154471545,0.00002574136851762887,0.12964184253246752,1735.4970178082026,0.03259465470910072,5.909999999999998,0.5996955859969557,10,1.1799999999999997,0.5909999999999999,energy_fallback,0.6084,3.4337,33.41,energy_percentile,بهست روشه میرنی ویرم بایچه بهست روشه میرنی ویرمیشه سونجان، سونجوری دیم کچی بایچه در تاستعند,-1.966,fa,0.017,faster_whisper/tiny/float16,91,9.23,0.4867,false,true,0.5846,false,false,0.0,47.6,86.92,60.84,100.0,45.0,40.0,64.6,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0035,/content/subset_data/kashmiri/kashmiri_0035.flac,ks,5.92,-36.29804611206055,0.086578369140625,0.0,0.5033898305084745,0.000025194400222972035,0.14866588961693547,1790.6911475542865,0.04166818782687187,4.369999999999999,0.7381756756756755,6,0.48,0.7283333333333332,energy_fallback,0.6878,3.7513,29.49,energy_percentile,"Силиппа, что-то манпанный пеннен, это скоро можно, но сейчас репора, силиппарию, силиппарию.",-0.8938,ru,0.5531,faster_whisper/tiny/float16,92,15.54,0.7427,false,false,0.7108,false,false,0.0,59.44,99.16,68.78,98.3,74.27,40.0,76.17,keep,[]
kashmiri_0036,/content/subset_data/kashmiri/kashmiri_0036.flac,ks,8.896,-38.22224807739258,0.07159423828125,0.0,0.5292792792792793,0.000025990626454586163,0.09677769377240143,1354.0961610240854,0.021668560802936554,5.8599999999999985,0.6587230215827335,8,0.6200000000000001,0.7324999999999998,energy_fallback,0.6614,3.6456,30.53,energy_percentile,"És akkor az kikunkaroffnom teljes ez pazadom a teljes arkán, ilyk szmolis majd pazad, pánagodja tanpánén. Amba egy körtigélyem, ginnok a teljes arkán. Tikai azért.",-1.3603,hu,0.3199,faster_whisper/tiny/float16,163,18.32,0.6256,false,true,0.7664,false,false,0.0,56.88,93.07,66.14,100.0,45.0,40.0,68.92,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0037,/content/subset_data/kashmiri/kashmiri_0037.flac,ks,12.354,-37.90870666503906,0.08990478515625,0.0,0.527169505271695,0.00002524141382309608,0.1165680010497416,1536.454637166727,0.03439099341630936,8.67,0.7017969888295289,9,0.5899999999999999,0.9633333333333332,energy_fallback,0.6688,3.6753,28.77,energy_percentile,"Гена, червозан, и он здесь очень диспыни. Борезич, мясан, табатер, посыл, полетян, Таярка, Вингнана, Хабрак, Геннана, Воли, Боргинна, Винбаскер, Боргинна, Винбаскер, Боргинна, Винбаскер.",-0.9525,ru,0.5238,faster_whisper/tiny/float16,186,15.06,0.72,false,false,0.7012,false,false,0.0,57.22,96.25,66.88,95.9,72.0,40.0,73.97,keep,[]
kashmiri_0038,/content/subset_data/kashmiri/kashmiri_0038.flac,ks,5.92,-37.62351608276367,0.06915283203125,0.0,0.4491525423728814,0.00002819364090100862,0.07677828881048387,1191.1542743627142,0.01711885817348957,4.22,0.7128378378378378,5,0.54,0.844,energy_fallback,0.68,3.72,30.56,energy_percentile,"So lets go into that now If you have spoken, come back in a moment If you have spoken",-2.7186,ml,0.0,faster_whisper/tiny/float16,85,14.36,0.5139,false,true,0.6872,false,false,0.0,60.35,97.21,68.0,100.0,45.0,40.0,70.83,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0039,/content/subset_data/kashmiri/kashmiri_0039.flac,ks,13.022,-35.05132293701172,0.134765625,0.0,0.48384615384615387,0.000024884733647922985,0.12210510403869779,1497.759997632692,0.030364884063601494,8.730000000000002,0.6704039318077102,11,0.94,0.7936363636363638,energy_fallback,0.6964,3.7856,32.45,energy_percentile,"yn gydnaeth mynd oedd yn ystyn a sydd bod ysiad. Y a byng o gynaeth mynd o byng o cael, yn hychnaeth mynd oedd yn gydnaeth mynd oedd yn gymsyn gas yn yn yma'n nhw'n rodest ysyd yn yw'n rodest.",-1.3479,cy,0.326,faster_whisper/tiny/float16,192,14.74,0.6315,false,true,0.6948,false,false,0.0,61.2,92.8,69.64,100.0,45.0,40.0,70.59,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0040,/content/subset_data/kashmiri/kashmiri_0040.flac,ks,8.416,-39.5897331237793,0.0584716796875,0.0,0.5880952380952381,0.000024924260287662037,0.13915460759943182,1766.2955254661715,0.03087841346859932,5.07,0.6024239543726235,9,0.8300000000000001,0.5633333333333332,energy_fallback,0.6433,3.5733,27.0,energy_percentile,Mae'n yw'n fel pwybod yw'n fel pwybod yw'n fel pwybod yw'n fel yw'n fel dda'n stdyn yw'n ystefsad a solmau yd yw'n llodd mewn tevesig. Eis paz yw'r panyn mae'ch dda'i o'r ar carid.,-1.2586,cy,0.3707,faster_whisper/tiny/float16,180,21.39,0.629,false,true,0.8278,false,false,0.0,53.56,88.32,64.33,90.0,45.0,40.0,65.43,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0041,/content/subset_data/kashmiri/kashmiri_0041.flac,ks,13.601,-36.999961853027344,0.080841064453125,0.0,0.4948453608247423,0.000027708232664735988,0.10299295774647887,1430.0544774561313,0.021230079233646393,8.98,0.6602455701786634,16,0.5699999999999998,0.56125,energy_fallback,0.6768,3.7074,30.03,energy_percentile,"gennă că-ți rytikiaze. Tău m-an găspizicale cardiovascular pe in plutin un, zumea rede au înceas, în lină când eu maagă și eu mage cei timte, eu am aufseumcuri oricuri acesteu înceas în sunnicăță. În 전 ce nu îmi te un oamati arunt sa",-2.6958,ro,0.0,faster_whisper/tiny/float16,233,17.13,0.4981,false,true,0.7426,false,false,0.0,59.17,93.35,67.68,100.0,45.0,40.0,69.81,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0042,/content/subset_data/kashmiri/kashmiri_0042.flac,ks,7.646,-35.566097259521484,0.17059326171875,0.0,0.45478374836173,0.000025568599085090682,0.1505356792625523,1757.0705572554514,0.028133787214756012,5.78,0.7559508239602407,6,0.67,0.9633333333333334,energy_fallback,0.6977,3.7908,29.31,energy_percentile,Пармаслоицейка и на сапдат.,-2.2352,ru,0.0,faster_whisper/tiny/float16,27,3.53,0.5268,false,true,0.0,false,false,0.0,61.85,99.41,69.77,97.7,45.0,40.0,71.61,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0043,/content/subset_data/kashmiri/kashmiri_0043.flac,ks,5.057,-36.3141975402832,0.085296630859375,0.0,0.5238095238095238,0.00002839712760760449,0.0966643327437107,1465.8906515996573,0.020997436717152596,3.1499999999999995,0.622898951947795,6,0.5700000000000003,0.5249999999999999,energy_fallback,0.6759,3.7035,34.2,energy_percentile,I will also send you a link in the description box. I will also send you a link in the description box. Thank you for watching.,-1.0011,km,0.4994,faster_whisper/tiny/float16,127,25.11,0.6866,false,false,0.9022,false,false,0.0,58.67,90.68,67.59,100.0,68.66,40.0,73.46,keep,[]
kashmiri_0044,/content/subset_data/kashmiri/kashmiri_0044.flac,ks,7.649,-37.70783233642578,0.0899658203125,0.0,0.5504587155963303,0.000022197957150638103,0.13932088216145833,1763.9825954128548,0.034992992877960205,4.800000000000001,0.6275330108510917,8,0.5800000000000001,0.6000000000000001,energy_fallback,0.6658,3.6633,30.32,energy_percentile,اگهیی ا Pewطه سریف قرج,-2.9449,fa,0.0,faster_whisper/tiny/float16,22,2.88,0.4883,false,true,0.0,false,false,0.0,56.52,90.98,66.58,100.0,45.0,40.0,68.56,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0045,/content/subset_data/kashmiri/kashmiri_0045.flac,ks,10.585,-38.640350341796875,0.091094970703125,0.0,0.6140018921475875,0.000023706983483862132,0.13620834120090636,1670.8232139294164,0.028537549078464508,5.790000000000001,0.5470004723665565,10,0.8300000000000001,0.5790000000000001,energy_fallback,0.6264,3.5055,32.96,energy_percentile,"а силипka на нет, теппере, теппере, теппере. Магарпарный ученый кsen sanozuruurikya kaskar vajas, valkyya, temis chyu, zuchyogin naun, kattarotiyotayar karun.",-1.345,hy,0.3275,faster_whisper/tiny/float16,158,14.93,0.5951,false,true,0.6986,false,false,0.0,53.39,84.36,62.64,100.0,45.0,40.0,65.81,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0046,/content/subset_data/kashmiri/kashmiri_0046.flac,ks,1.623,-23.478240966796875,0.4683837890625,0.0,0.575,0.00009452598897041753,0.1664751838235294,1463.8344538754657,0.008092833682894707,0.74,0.45594577942082565,1,0.44300000000000006,0.74,energy_fallback,0.7045,3.8178,50.0,energy_percentile,อาลว่า สลายกุ่น,-1.1911,th,0.4045,faster_whisper/tiny/float16,15,9.24,0.5986,false,false,0.5848,false,false,0.0,67.47,79.0,70.45,100.0,59.86,40.0,72.34,keep,[]
kashmiri_0047,/content/subset_data/kashmiri/kashmiri_0047.flac,ks,1.05,-21.648948669433594,0.5740966796875,0.0,0.5048543689320388,0.00011000315134879202,0.1913470643939394,1686.9022528827093,0.008786262013018131,0.52,0.49523809523809526,1,0.39,0.52,energy_fallback,0.7449,3.9796,50.0,energy_percentile,Keep yours,-0.932,en,0.534,faster_whisper/tiny/float16,10,9.52,0.6622,false,false,0.5904,false,false,0.0,71.59,81.8,74.49,100.0,66.22,40.0,75.78,keep,[]
kashmiri_0048,/content/subset_data/kashmiri/kashmiri_0048.flac,ks,2.162,-23.461708068847656,0.5196533203125,0.0,0.5046728971962616,0.00008490348409395665,0.16860064338235295,1464.747987032495,0.010971500538289547,1.04,0.48103607770582796,2,0.56,0.52,energy_fallback,0.7281,3.9123,50.0,energy_percentile,TECH WASN...MERUJY?,-1.425,hi,0.2875,faster_whisper/tiny/float16,19,8.79,0.5593,false,true,0.5758,false,false,0.0,70.09,80.58,72.81,100.0,45.0,40.0,71.04,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0049,/content/subset_data/kashmiri/kashmiri_0049.flac,ks,1.218,-18.05535888671875,0.75909423828125,0.0,0.09166666666666666,0.00010225455480394885,0.08693910256410256,1165.3840374362453,0.00017700334137771279,1.06,0.8702791461412152,1,0.1479999999999999,1.06,energy_fallback,0.8849,4.5396,31.66,energy_percentile,"Nego, Zanghi, do what?",-1.3194,hi,0.3403,faster_whisper/tiny/float16,22,18.06,0.6972,false,true,0.7612,false,false,0.0,89.89,100.0,88.49,100.0,45.0,40.0,82.34,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0050,/content/subset_data/kashmiri/kashmiri_0050.flac,ks,1.781,-22.04332733154297,0.733551025390625,0.0,0.3181818181818182,0.00009175299783237278,0.14374651227678573,1354.5938582701294,0.004567179828882217,0.96,0.5390230207748457,2,0.401,0.48,energy_fallback,0.7924,4.1698,50.0,energy_percentile,I can't... I can't... I can't...,-1.0856,en,0.4572,faster_whisper/tiny/float16,32,17.97,0.6446,false,false,0.7594,false,false,0.0,78.18,84.93,79.24,100.0,64.46,40.0,78.52,keep,[]
kashmiri_0051,/content/subset_data/kashmiri/kashmiri_0051.flac,ks,2.272,-26.789216995239258,0.39642333984375,0.0,0.18222222222222223,0.00009453296661376953,0.10392930772569445,1049.9847612458846,0.0017249661032110453,1.88,0.8274647887323944,2,0.19000000000000006,0.94,energy_fallback,0.805,4.22,40.01,energy_percentile,اننا افتم عجانه,-1.1517,ar,0.4241,faster_whisper/tiny/float16,15,6.6,0.7179,false,false,0.532,false,false,0.0,79.26,100.0,80.5,100.0,71.79,40.0,83.07,keep,[]
kashmiri_0052,/content/subset_data/kashmiri/kashmiri_0052.flac,ks,1.988,-27.385982513427734,0.4100341796875,0.0,0.4365482233502538,0.00009160262561636046,0.1509331597222222,1319.1813305578564,0.008765020407736301,1.03,0.5181086519114688,2,0.3679999999999999,0.515,energy_fallback,0.7252,3.9008,50.0,energy_percentile,I guess I'm too tall on the...,-0.7995,en,0.6002,faster_whisper/tiny/float16,30,15.09,0.6955,false,false,0.7018,false,false,0.0,69.34,83.44,72.52,100.0,69.55,40.0,75.75,keep,[]
kashmiri_0053,/content/subset_data/kashmiri/kashmiri_0053.flac,ks,9.804,-25.029495239257812,0.8865966796875,0.0,0.5153374233128835,0.00009385151497554034,0.16727529519543974,1452.769526349492,0.010017304681241512,4.680000000000001,0.47735618115055084,11,1.39,0.42545454545454553,energy_fallback,0.7132,3.8527,50.0,energy_percentile,あ、ないはちをちびに言われたら、 あ、じゃなく、もちすげーすかは、 あ、ないはちで、どうやって、 ガシャンって。,-1.1485,ja,0.4257,faster_whisper/tiny/float16,56,5.71,0.6135,false,false,0.5142,false,false,0.0,68.39,77.46,71.32,100.0,61.35,40.0,72.72,keep,[]
kashmiri_0054,/content/subset_data/kashmiri/kashmiri_0054.flac,ks,1.505,-25.296934127807617,0.619354248046875,0.0,0.21476510067114093,0.00010380159073974937,0.10614013671875,1152.050938508395,0.000622109102550894,1.43,0.9501661129568106,1,0.06499999999999995,1.43,energy_fallback,0.8087,4.2349,48.63,energy_percentile,timpla ce răză a fi în.,-1.1371,ro,0.4314,faster_whisper/tiny/float16,23,15.28,0.7576,false,false,0.7056,false,false,0.0,79.3,100.0,80.87,100.0,75.76,40.0,83.87,keep,[]
kashmiri_0055,/content/subset_data/kashmiri/kashmiri_0055.flac,ks,7.559,-27.849018096923828,0.6053466796875,0.0,0.44562334217506633,0.00009381939889863133,0.1441768855485232,1186.2531792818008,0.007898411713540554,4.72,0.6244212197380605,6,0.9900000000000002,0.7866666666666666,energy_fallback,0.7471,3.9882,50.0,energy_percentile,"Nein, das heißt, es ist nicht so gut. Ich habe es nicht mehr sein, sondern es ist nicht so gut. In Bad.",-1.5313,de,0.2343,faster_whisper/tiny/float16,103,13.63,0.5811,false,true,0.6726,false,false,0.0,68.62,89.34,74.71,100.0,45.0,40.0,72.71,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
kashmiri_0056,/content/subset_data/kashmiri/kashmiri_0056.flac,ks,1.504,-27.375469207763672,0.2694091796875,0.0,0.2905405405405405,0.00010575258784228936,0.12021891276041667,1131.3579426628787,0.001309170969761908,1.35,0.8976063829787234,1,0.1339999999999999,1.35,energy_fallback,0.779,4.1159,41.09,energy_percentile,"Today, we pass earth duty.",-1.209,hi,0.3955,faster_whisper/tiny/float16,26,17.29,0.7275,false,false,0.7458,false,false,0.0,74.76,100.0,77.9,100.0,72.75,40.0,81.68,review,"[""review_language_mismatch""]"
